,SalePrice
418,11.744037185933616
782,12.139398512262181
1338,12.206072645530174
931,11.67419361256635
780,12.078239274020289
857,12.066810578196666
223,11.48246625748552
1134,12.037653993905211
348,11.944707881395766
702,12.799175708864519
88,11.350406535472453
1221,11.805595078933049
750,11.477298287327077
1367,11.751942365440728
636,11.002099841204238
693,11.594321103174222
599,11.925035115797062
779,11.813030057420567
972,11.507912923146684
1418,11.728036844587175
1358,12.086725887897607
1269,11.877568578558138
330,11.686878772093667
535,11.585246126549855
158,12.448626590364206
1263,12.103486056755072
929,12.310432660854417
817,12.509874099861838
1260,12.106252310247962
1129,11.84939770159144
516,11.970350312009105
94,12.229545001715316
1010,11.813030057420567
785,11.992260421644849
679,11.763684183317412
708,12.09815330331068
943,11.870599909242044
1227,11.898187865760873
1109,12.542544882151386
579,11.786762130599957
581,12.442302200392747
65,12.666657052859417
546,12.254862809699606
571,11.695247021764184
900,11.608235644774552
1229,11.751942365440728
227,11.571194373094205
56,12.058152515453552
142,12.01974306733868
403,12.460714863903755
1203,12.269047444691562
521,11.918390573078392
299,11.973509872299472
1323,11.320553572322773
435,12.26434155365415
918,12.380025952653611
853,11.970350312009105
1066,12.089538829274222
885,12.703509032177148
204,11.608235644774552
1454,12.128111104060462
159,12.676076274775909
190,12.66032791780777
335,12.341258918085241
248,12.100712129872347
1114,11.669929213779893
115,12.078239274020289
537,11.619535200028487
478,12.601487417784837
270,12.491251587763836
1252,11.77528972943772
736,11.44571671527678
1184,12.137258329529814
75,11.418614785498987
1182,13.521139497361697
462,11.041048081342682
755,12.058152515453552
1355,12.043553716032399
390,11.686878772093667
512,11.77452020265869
453,12.254862809699606
682,12.061046873479915
87,12.010665849187564
573,12.043553716032399
1333,11.740061037553975
820,12.117241431823558
729,11.542484267211773
694,11.86005499606543
1036,12.661913960963405
894,11.685684782260491
759,12.577636201962656
1314,11.686878772093667
1362,11.560762794384388
990,12.759957758756611
481,12.832011076396668
181,12.206572520571825
876,11.792449349720545
1262,11.992260421644849
861,11.786762130599957
198,11.55214617812351
1231,11.794337924408413
491,11.79810440720389
561,12.043553716032399
120,12.100712129872347
498,11.77528972943772
372,11.736069016284437
1246,12.136186518066006
201,12.052338545588132
1011,11.512925464970229
51,11.648330101976432
186,12.061046873479915
528,11.362102575235644
724,12.676076274775909
1081,11.79810440720389
133,12.301382825334498
1223,11.834284063781393
1240,12.323411137947407
81,11.941455846009388
490,11.652687407345388
924,12.24288661865289
422,11.635143097694478
980,12.091783499128047
674,11.84939770159144
1378,11.326595886778735
1439,12.190959007720126
1084,12.141534124392603
386,11.302204433654575
1131,11.44571671527678
1141,12.193493863323313
1179,11.440354772135393
1104,11.571194373094205
12,11.877568578558138
1059,12.301382825334498
73,11.883799128308773
786,11.842229212112828
957,11.790557201568507
1145,11.911701584927597
1204,11.941455846009388
460,12.481561937216318
302,12.230765258120545
1285,11.794337924408413
163,11.544424132029599
47,12.428015476267865
1432,11.074420502783864
98,11.326595886778735
409,12.73596533201339
921,11.890676734510876
520,11.573550086786664
401,12.01364014498549
280,12.339291489316397
1401,12.170445467887022
131,12.404923504275338
808,11.982616545377663
1249,11.686878772093667
1083,11.982929094215963
613,11.898187865760873
215,11.80894766169701
135,12.066810578196666
634,11.877568578558138
446,12.154779351142624
625,11.982929094215963
298,12.072541252905651
1336,11.813030057420567
525,12.078239274020289
629,12.034691028774553
1283,11.842229212112828
711,11.540307141711446
776,12.308177868467327
195,11.908340237224891
1325,10.915088464214607
1289,12.546109948315882
1106,12.100156419938624
1429,12.116694834378958
598,12.289954129510877
1188,12.180754837545884
1071,11.944707881395766
945,11.73526869611367
414,12.337100907936577
985,11.736069016284437
58,12.991753427493052
790,11.984178313616395
1426,12.509874099861838
239,11.635143097694478
671,11.54829260880752
1176,11.691071650353702
720,12.524526376648708
1374,12.429216196844383
27,12.631340380934517
404,12.031719258385396
1003,11.827042533619087
126,11.759785542901755
1206,11.580584113444043
718,12.739637756265655
1195,12.078239274020289
815,12.323411137947407
503,12.57418196709457
935,11.288531131754366
640,12.520883385370206
90,11.607326140391713
925,12.072541252905651
830,12.01974306733868
262,11.925035115797062
765,12.484204257170104
589,11.283512300642423
399,12.392552212472792
148,11.856515169360305
336,12.841129801965447
368,11.790557201568507
556,11.856515169360305
78,11.824079893607152
650,12.235388699864227
880,11.964001084330445
821,11.440354772135393
35,12.641096555879882
1017,12.141534124392603
534,12.089538829274222
1334,11.736069016284437
1369,12.354492650648448
628,11.813030057420567
6,12.634603026569334
807,12.31716669303576
955,11.884489021402711
1040,11.951180395901384
701,11.84939770159144
303,11.917723684090689
1264,12.106252310247962
216,12.254862809699606
1157,12.345834587905333
350,12.669998467265833
1350,12.206072645530174
1086,11.332601910838946
202,11.626254150277232
1192,11.736069016284437
527,13.008659261632127
310,12.017330520933296
916,10.47194980911048
1437,12.885670953244288
8,11.77452020265869
241,11.612770799939945
983,12.45254202214788
623,12.034691028774553
1267,12.84397135185964
1393,12.0015054797889
494,11.421906066583059
774,12.886641043883259
997,12.128111104060462
731,12.141534124392603
864,12.431533509799543
275,12.230765258120545
1431,11.875830958659597
638,11.350406535472453
1037,12.567237494741757
643,11.931635799828413
664,12.955127458028414
700,12.652359748158593
62,12.218495165528731
1386,12.429216196844383
639,12.485827127509431
315,12.146853285870202
920,12.211060187041213
1279,11.133128103610641
493,11.951180395901384
1121,12.26857785088157
1080,11.884489021402711
442,12.000891794590137
745,12.610870864650634
558,12.072541252905651
154,11.736069016284437
620,11.112447898373103
1085,11.898187865760873
1062,11.407564949312402
970,11.813030057420567
188,11.940393392554734
189,12.56374708980199
495,10.460242108190519
978,11.608235644774552
242,11.27720313144916
1294,11.652687407345388
1205,12.513189630620563
1330,12.332705296463539
1388,12.841325847671216
351,12.154779351142624
41,12.043553716032399
968,10.542706391070517
616,12.118333731222167
99,11.76718001130949
496,12.971540487669746
793,12.323855681186558
631,12.25247901834433
1172,12.05466819137094
1167,12.061046873479915
529,12.209187788430318
632,11.320553572322773
208,12.531772785169476
83,11.747997587149712
1174,12.384218830913648
250,11.245046019814627
895,11.84939770159144
76,11.818570237796182
228,11.736069016284437
480,12.694652660348845
577,12.010665849187564
1048,11.652687407345388
536,12.144197241812087
1130,11.813030057420567
1339,11.763684183317412
870,11.603679828238693
892,11.947949375319936
1446,11.969717200243734
746,12.371587084007746
439,11.608235644774552
419,11.863582336583399
713,11.76756768334381
1127,12.464583340681674
1447,12.388394202324129
323,11.745425111208464
1424,11.877568578558138
1309,12.096257779522967
719,11.763684183317412
602,12.301382825334498
1008,12.388394202324129
899,11.813030057420567
654,12.765688433465597
200,11.84939770159144
349,12.988040814744458
1250,12.404923504275338
823,11.845819880243557
1445,11.76756768334381
902,12.100712129872347
1213,11.884489021402711
1089,12.190959007720126
1115,12.669806661762314
825,12.86099861326992
937,12.441144767709657
1387,11.820410164718188
764,12.506177237980511
355,12.086725887897607
547,11.771436160121729
1293,12.000891794590137
452,12.225875272826354
1292,11.585246126549855
211,12.133501952695338
180,12.083905011555967
1166,12.41044104151805
395,11.76756768334381
244,12.230765258120545
771,11.532728092266408
274,11.732060994886899
205,12.103486056755072
1428,11.686878772093667
286,11.976659481202368
392,11.575900264131617
1281,12.100712129872347
220,12.230277334226992
1261,11.766792188927278
428,12.182804018590819
34,12.533576212168626
85,12.468436909997665
234,12.285345826424681
156,11.603679828238693
331,11.842229212112828
828,12.128111104060462
707,12.445089546000673
622,11.813030057420567
314,12.089538829274222
400,12.411052226216713
363,11.678439903447801
1304,11.77528972943772
1021,12.175613438045465
1376,11.418614785498987
913,11.884489021402711
509,11.732060994886899
67,12.328290278254423
1298,11.982929094215963
1299,11.944707881395766
1361,12.468436909997665
596,11.648365035864053
471,12.154779351142624
692,12.721885810807203
393,11.512925464970229
1327,11.779128505744886
859,12.429216196844383
347,11.967180737247824
1384,11.56171562913966
329,11.26446410567173
134,12.100712129872347
855,11.751942365440728
9,11.678439903447801
1271,12.132156962580005
10,11.771436160121729
1185,11.560762794384388
1419,12.314927050442256
872,11.661345470088502
663,11.831379196088763
284,12.096257779522967
1257,11.511924964636645
370,12.05757263721173
575,11.682668239557323
986,11.669929213779893
125,11.344506813345266
407,12.083905011555967
1138,12.185869938212655
1238,11.867097278690842
553,11.589886506106357
541,12.421184025147118
139,12.352335152508426
260,12.078239274020289
473,12.994530005894443
165,11.755871643580617
226,12.577636201962656
1149,11.870599909242044
191,12.122691036591123
306,12.323855681186558
612,12.474189562487116
1117,11.77528972943772
1370,11.56171562913966
482,11.951180395901384
1177,11.652687407345388
868,12.037653993905211
1457,12.493129522588037
320,12.7444443677961
1163,11.598726943661342
1315,12.239990863733635
17,11.407564949312402
593,11.84939770159144
430,11.355101379776661
1422,11.824079893607152
993,12.066235700342375
1287,12.154779351142624
995,11.708492248514204
1014,11.688558033613386
207,11.856515169360305
237,12.178187442040638
1349,11.711776323715394
345,11.850825253582627
1405,12.524526376648708
763,12.727838209334498
340,12.220468525813907
1024,12.567237494741757
457,12.4529327234617
175,12.400816722322686
549,12.479909311159902
300,11.964001084330445
459,11.608235644774552
683,12.560244459250788
614,11.231887935237117
1256,12.616525295149378
1201,12.195517131590657
1450,11.820410164718188
1168,12.367340793126296
1098,11.759785542901755
660,12.195517131590657
463,12.147913731356642
661,12.904207367601158
326,12.688498794774466
1242,12.043553716032399
703,11.84939770159144
1385,11.740061037553975
1209,12.577636201962656
59,11.73526869611367
13,12.540757571577291
1451,12.567551034433226
1320,11.960811288962345
940,11.924372644755941
1153,11.699405031912846
1396,11.982929094215963
977,12.205572520488492
991,12.031719258385396
322,12.614865543731012
748,12.46997418931655
441,11.678439903447801
1413,12.456831363877356
697,11.72399643505017
554,12.556729517143344
256,12.24288661865289
560,11.70766954176274
669,11.831379196088763
675,11.908340237224891
1063,11.612770799939945
72,12.128111104060462
257,12.301382825334498
941,12.273731294003989
2,12.31716669303576
1324,11.898187865760873
1135,11.532728092266408
647,11.951180395901384
367,12.013700752882718
1100,11.002099841204238
834,11.8490404949436
479,11.401669829409995
1389,11.782952602183288
813,11.969717200243734
585,12.820987977820545
117,11.951180395901384
904,11.740061037553975
5,11.870599909242044
1354,12.367340793126296
927,12.078239274020289
1125,11.652687407345388
909,12.066810578196666
1064,11.944707881395766
445,11.755871643580617
136,11.870599909242044
11,12.751299696013497
1028,11.56171562913966
332,12.556729517143344
604,12.30591798049989
568,12.66539442642905
858,11.931635799828413
698,11.83862560460953
1398,11.835008964139341
54,11.77528972943772
826,11.603679828238693
233,11.761346823468706
84,12.034691028774553
641,12.328290278254423
1128,12.2783933071098
64,12.299107511497363
1189,12.14950229404178
187,11.813030057420567
767,11.982929094215963
151,12.827729194939907
1122,11.626254150277232
1453,11.344506813345266
388,12.160028707028767
137,12.049418835484797
172,12.384218830913648
530,12.072541252905651
777,11.867097278690842
455,12.075394321888057
1142,12.959538518762063
594,11.608235644774552
979,11.842229212112828
845,12.049418835484797
374,12.299107511497363
1402,12.174989532116426
705,10.915088464214607
160,11.998433280751929
50,12.083905011555967
1123,11.678439903447801
1035,11.33857207782545
670,12.063932878369052
32,12.100156419938624
238,12.669806661762314
1181,12.8802918162046
354,11.84939770159144
164,11.931635799828413
486,11.957611286231675
757,11.976030352524807
936,12.127570417375216
1186,11.461632170582678
295,11.867097278690842
959,11.951180395901384
474,12.43320821811392
1420,12.100156419938624
472,11.904967552746252
1180,12.429216196844383
1152,12.345834587905333
709,11.607326140391713
863,11.794337924408413
97,11.458997122944673
1044,12.535376392672774
576,11.884489021402711
890,11.719126295554126
938,12.38755635142507
550,11.84939770159144
308,11.320553572322773
789,12.141534124392603
778,11.877568578558138
672,12.013700752882718
877,12.765688433465597
433,12.106252310247962
582,11.682668239557323
1423,12.524417279788771
1038,11.48246625748552
1273,12.083905011555967
1143,11.289781913656018
1023,12.160028707028767
725,11.699405031912846
567,12.273731294003989
619,12.628067055589549
1156,12.100156419938624
492,12.059803326028716
385,12.165250651009918
281,12.128111104060462
