,SalePrice
258,12.352335152508426
267,12.097930486910471
288,11.711776323715394
649,11.344506813345266
1233,11.863582336583399
167,12.693498620467778
926,12.560244459250788
831,11.925035115797062
1237,12.180754837545884
426,12.524526376648708
487,12.072541252905651
375,11.018629143155449
1126,12.066810578196666
53,12.86099861326992
1033,12.345834587905333
1022,11.37366339763672
1215,11.736069016284437
91,11.498826540590727
1270,12.468436909997665
680,11.870599909242044
464,11.728036844587175
1416,11.715866308966918
730,12.373703486914124
994,12.729320789294722
383,11.238488619268468
992,12.138863895836725
531,11.759785542901755
742,12.095141084822892
798,13.091904169919621
432,11.715866308966918
809,11.571194373094205
1029,11.678439903447801
194,11.751942365440728
1144,11.289781913656018
37,11.938193200374572
309,12.793859310432293
311,11.790557201568507
976,11.356271654924852
1043,12.477167914377556
1448,11.626254150277232
292,11.782952602183288
424,11.842229212112828
325,11.37366339763672
1069,11.813030057420567
1108,12.106252310247962
1006,12.004568269319446
1148,11.66907414746016
982,11.982272628789678
283,12.407379502235209
1253,12.591335046320818
259,11.48246625748552
304,12.594730635321957
268,11.699405031912846
1133,12.386308695833106
1074,12.175613438045465
107,11.652687407345388
1101,11.691071650353702
111,12.100712129872347
804,11.678439903447801
101,12.089538829274222
833,12.025749091398891
301,12.495003937382387
341,11.314474526246391
952,11.804848531679264
659,12.025749091398891
484,11.794337924408413
653,11.813030057420567
1057,12.421184025147118
1434,11.982929094215963
1053,11.881034786534624
1173,12.20856952572876
48,11.635143097694478
321,12.777052192115912
852,12.007621706806335
1076,12.043553716032399
819,12.319401330837177
1124,12.00701176473192
966,11.982929094215963
1373,13.053013299269535
443,12.058152515453552
80,12.173032791451973
584,11.79810440720389
587,11.827736204810263
1026,12.028738630247258
766,12.188417710291453
1093,11.891361900690473
1073,11.979799201207037
60,11.970350312009105
1210,12.14950229404178
891,12.058152515453552
597,12.17664898415669
810,12.106252310247962
140,11.652687407345388
1232,11.53076538309856
761,11.512925464970229
1274,11.842229212112828
1220,11.652687407345388
19,11.842229212112828
754,11.957611286231675
538,11.970350312009105
953,12.05524975579559
592,11.835008964139341
1408,11.740061037553975
1340,11.719939634354555
1113,11.809319478024031
735,12.0015054797889
922,12.043494890772815
3,11.84939770159144
840,11.84939770159144
1105,12.691580461311874
841,11.967180737247824
607,12.323855681186558
772,11.580584113444043
236,12.130810161029627
737,12.387977448827787
119,12.007560729337492
930,12.211060187041213
49,11.751942365440728
177,12.058152515453552
169,12.337100907936577
1377,11.669929213779893
824,12.3570755190667
231,12.90669184092882
104,12.040608205802641
1068,11.927680619985486
1146,12.100712129872347
644,12.823628446539173
812,10.932981961904135
685,12.24288661865289
572,12.321630986164447
408,12.542544882151386
1000,11.314474526246391
816,11.827736204810263
839,11.779128505744886
264,11.198214720130528
752,12.287652632522597
1169,13.345506928718539
1228,12.813917896253697
255,12.345834587905333
741,11.863582336583399
108,11.652687407345388
961,12.513557345278134
919,12.081076155355488
559,12.363076394339839
30,10.596634733096073
382,12.271392111650817
